unit_name	ability
euro_light_infantry_jaegers	fougasse_basic
euro_light_infantry_colonial	fougasse_basic
euro_light_infantry_chasseur_a_pied	fougasse_basic
euro_light_infantry	fougasse_basic
euro_late_riflemen	fougasse_basic
nizam_I_cedit_rifles	fougasse_basic
ferguson_riflemen	fougasse_basic
euro_elite_light_infantry_windbuchse_jaegers	fougasse_basic
euro_elite_light_infantry_tirailleurs	fougasse_basic
cossack_cavalry_hetman	wedge_formation
cossack_infantry	chevaux_de_frise
cossack_infantry	earthworks
cossack_infantry	square_formation
deli_scouts	diamond_formation
deli_scouts	wedge_formation
east_ethnic_hillmen_musketeers	fire_volley
east_ethnic_hillmen_musketeers_afghan	fire_volley
east_ethnic_hillmen_musketeers_kurdish	fire_volley
east_ethnic_musketeers_bargir	square_formation
east_ethnic_musketmen	square_formation
east_ethnic_musketmen_hindu_musketeers	square_formation
east_ethnic_musketmen_isarelys	square_formation
east_grenade_launchers	chevaux_de_frise
east_grenade_launchers	earthworks
east_guard_cavalry_ahadis	diamond_formation
east_guard_cavalry_ahadis	wedge_formation
east_lancers	diamond_formation
east_lancers	wedge_formation
east_lancers_bargir	diamond_formation
east_lancers_bargir	wedge_formation
east_lancers_silladar	diamond_formation
east_lancers_silladar	wedge_formation
east_light_cavalry_qizilbashi	diamond_formation
east_light_cavalry_qizilbashi	wedge_formation
euro_elite_light_infantry_prussian_jaegers	fougasse_basic
euro_elite_light_infantry_green_jackets	fougasse_basic
euro_elite_light_infantry_croatian_grenzers	fougasse_basic
east_pikemen_zamindari	pike_square_formation
east_pikemen_zamindari	pike_wall_formation
east_sikh_infantry_musketeers	square_formation
east_sipahi_cavalry	diamond_formation
east_sipahi_cavalry	wedge_formation
east_sipahi_cavalry_colonial	diamond_formation
east_sipahi_cavalry_colonial	wedge_formation
episodic_2_colonial_militia	fire_volley
episodic_2_natam_musketeers	fire_volley
episodic_2_native_american_musketeer_auxiliary	fire_volley
episodic_2_rangers	fire_volley
episodic_demi_cannon	gabionade
episodic_sakers	gabionade
euro_african_infantry	chevaux_de_frise
euro_african_infantry	earthworks
euro_company_cavalry	diamond_formation
euro_company_cavalry	wedge_formation
euro_company_cavalry_e_india_co	diamond_formation
euro_company_cavalry_e_india_co	wedge_formation
euro_company_cavalry_french_eic	diamond_formation
euro_company_cavalry_french_eic	fire_and_advance
euro_company_cavalry_french_eic	rank_fire
euro_company_cavalry_french_eic	wedge_formation
euro_company_cavalry_voc	diamond_formation
euro_company_cavalry_voc	fire_and_advance
euro_company_cavalry_voc	wedge_formation
euro_company_infantry	chevaux_de_frise
euro_elite_light_infantry	fougasse_basic
euro_company_infantry	earthworks
euro_company_infantry	fire_and_advance
euro_company_infantry	rank_fire
euro_company_infantry	square_formation
euro_company_infantry_e_india_co	chevaux_de_frise
euro_company_infantry_e_india_co	earthworks
euro_company_infantry_e_india_co	fire_and_advance
euro_company_infantry_e_india_co	rank_fire
euro_company_infantry_e_india_co	square_formation
euro_company_infantry_french_eic	chevaux_de_frise
euro_company_infantry_french_eic	earthworks
euro_company_infantry_french_eic	square_formation
euro_company_infantry_voc_infantry	chevaux_de_frise
euro_company_infantry_voc_infantry	earthworks
euro_company_infantry_voc_infantry	rank_fire
euro_company_infantry_voc_infantry	square_formation
euro_cuirassiers	diamond_formation
euro_cuirassiers	wedge_formation
euro_cuirassiers_austria	diamond_formation
euro_cuirassiers_austria	wedge_formation
euro_cuirassiers_france	diamond_formation
euro_cuirassiers_france	wedge_formation
euro_dragoons	diamond_formation
euro_dragoons	rank_fire
euro_dragoons	wedge_formation
euro_dragoons_austria	diamond_formation
euro_dragoons_austria	rank_fire
euro_dragoons_austria	wedge_formation
euro_dragoons_colonial	diamond_formation
euro_dragoons_colonial	rank_fire
euro_dragoons_colonial	wedge_formation
euro_dragoons_small	diamond_formation
euro_dragoons_small	rank_fire
euro_dragoons_small	wedge_formation
euro_dragoons_sweden	diamond_formation
euro_dragoons_sweden	rank_fire
euro_dragoons_sweden	wedge_formation
euro_elite_light_infantry	chevaux_de_frise
euro_elite_light_infantry	earthworks
euro_elite_light_infantry	fire_volley
euro_elite_light_infantry_croatian_grenzers	chevaux_de_frise
euro_elite_light_infantry_croatian_grenzers	earthworks
euro_elite_light_infantry_croatian_grenzers	fire_volley
euro_elite_light_infantry_green_jackets	chevaux_de_frise
euro_elite_light_infantry_green_jackets	earthworks
euro_elite_light_infantry_green_jackets	fire_volley
euro_elite_light_infantry_prussian_jaegers	chevaux_de_frise
euro_elite_light_infantry_prussian_jaegers	earthworks
euro_elite_light_infantry_prussian_jaegers	fire_volley
euro_elite_light_infantry_tirailleurs	chevaux_de_frise
euro_elite_light_infantry_tirailleurs	earthworks
euro_elite_light_infantry_tirailleurs	fire_volley
euro_elite_light_infantry_windbuchse_jaegers	chevaux_de_frise
euro_elite_light_infantry_windbuchse_jaegers	earthworks
euro_elite_light_infantry_windbuchse_jaegers	fire_volley
euro_expat_infantry	chevaux_de_frise
euro_expat_infantry	earthworks
euro_expat_infantry	fire_and_advance
euro_expat_infantry	rank_fire
euro_expat_infantry	square_formation
euro_expat_infantry_chasseurs_britannique	chevaux_de_frise
euro_expat_infantry_chasseurs_britannique	earthworks
euro_expat_infantry_chasseurs_britannique	fire_volley
euro_expat_infantry_irish_brigade	chevaux_de_frise
euro_expat_infantry_irish_brigade	earthworks
euro_expat_infantry_irish_brigade	fire_and_advance
euro_expat_infantry_irish_brigade	rank_fire
euro_expat_infantry_irish_brigade	square_formation
euro_expat_infantry_regiments_etrangeres	chevaux_de_frise
euro_expat_infantry_regiments_etrangeres	earthworks
euro_expat_infantry_regiments_etrangeres	fire_and_advance
euro_expat_infantry_regiments_etrangeres	rank_fire
euro_expat_infantry_regiments_etrangeres	square_formation
euro_grenade_launchers	chevaux_de_frise
euro_grenade_launchers	earthworks
euro_grenadiers	chevaux_de_frise
euro_grenadiers	earthworks
euro_grenadiers	improved_platoon_fire_grouped
euro_grenadiers	platoon_fire_grouped
euro_grenadiers	rank_fire
euro_grenadiers_bearskin	chevaux_de_frise
euro_grenadiers_bearskin	earthworks
euro_grenadiers_bearskin	improved_platoon_fire_grouped
euro_grenadiers_bearskin	platoon_fire_grouped
euro_heavy_cavalry	diamond_formation
euro_heavy_cavalry	wedge_formation
euro_heavy_cavalry_austria	diamond_formation
euro_heavy_cavalry_austria	wedge_formation
euro_heavy_cavalry_france	diamond_formation
euro_heavy_cavalry_france	wedge_formation
euro_heavy_cavalry_sweden	diamond_formation
euro_heavy_cavalry_sweden	wedge_formation
euro_highlanders	chevaux_de_frise
euro_highlanders	earthworks
euro_highlanders	fire_and_advance
euro_highlanders	improved_platoon_fire_grouped
euro_highlanders	platoon_fire_grouped
euro_highlanders	rank_fire
euro_highlanders	square_formation
euro_highlanders_royal_ecossois	chevaux_de_frise
euro_highlanders_royal_ecossois	earthworks
euro_highlanders_royal_ecossois	fire_and_advance
euro_highlanders_royal_ecossois	improved_platoon_fire_grouped
euro_highlanders_royal_ecossois	platoon_fire_grouped
euro_highlanders_royal_ecossois	rank_fire
euro_highlanders_royal_ecossois	square_formation
euro_highlanders_scots	chevaux_de_frise
euro_highlanders_scots	earthworks
euro_highlanders_scots	fire_and_advance
euro_highlanders_scots	improved_platoon_fire_grouped
euro_highlanders_scots	platoon_fire_grouped
euro_highlanders_scots	rank_fire
euro_highlanders_scots	square_formation
euro_hussars	diamond_formation
euro_hussars	wedge_formation
euro_hussars_france	diamond_formation
euro_hussars_france	wedge_formation
euro_hussars_hungarian_hussars	diamond_formation
euro_hussars_hungarian_hussars	wedge_formation
euro_lancers	diamond_formation
euro_lancers	wedge_formation
euro_lancers_chevau_legers	diamond_formation
euro_lancers_chevau_legers	wedge_formation
euro_lancers_east_india_company_lancers	diamond_formation
euro_lancers_east_india_company_lancers	wedge_formation
euro_lancers_uhlans	diamond_formation
euro_lancers_uhlans	wedge_formation
euro_lancers_uhlans_austria	diamond_formation
euro_lancers_uhlans_austria	wedge_formation
euro_late_riflemen	chevaux_de_frise
euro_late_riflemen	earthworks
euro_late_riflemen	fire_volley
euro_light_cavalry	diamond_formation
euro_light_cavalry	wedge_formation
euro_light_cavalry_chasseurs_a_cheval	diamond_formation
euro_light_cavalry_chasseurs_a_cheval	wedge_formation
euro_light_cavalry_colonial	diamond_formation
euro_light_cavalry_colonial	wedge_formation
euro_light_infantry	chevaux_de_frise
euro_light_infantry	earthworks
euro_light_infantry	fire_volley
euro_light_infantry_barbets	chevaux_de_frise
euro_light_infantry_barbets	earthworks
euro_light_infantry_barbets	fire_volley
euro_light_infantry_chasseur_a_pied	chevaux_de_frise
euro_light_infantry_chasseur_a_pied	earthworks
euro_light_infantry_chasseur_a_pied	fire_volley
euro_light_infantry_colonial	chevaux_de_frise
euro_light_infantry_colonial	earthworks
euro_light_infantry_colonial	fire_volley
euro_light_infantry_jaegers	chevaux_de_frise
euro_light_infantry_jaegers	earthworks
euro_light_infantry_jaegers	fire_volley
euro_light_infantry_miquelets	chevaux_de_frise
euro_light_infantry_miquelets	earthworks
euro_light_infantry_miquelets	fire_volley
euro_line_infantry	chevaux_de_frise
euro_line_infantry	earthworks
euro_line_infantry	fire_and_advance
euro_line_infantry	rank_fire
euro_line_infantry	square_formation
euro_line_infantry_austria	chevaux_de_frise
euro_line_infantry_austria	earthworks
euro_line_infantry_austria	fire_and_advance
euro_line_infantry_austria	rank_fire
euro_line_infantry_austria	square_formation
euro_line_infantry_britain	chevaux_de_frise
euro_line_infantry_britain	earthworks
euro_line_infantry_britain	fire_and_advance
euro_line_infantry_britain	rank_fire
euro_line_infantry_britain	square_formation
euro_line_infantry_colonial	chevaux_de_frise
euro_line_infantry_colonial	earthworks
euro_line_infantry_colonial	fire_and_advance
euro_line_infantry_colonial	rank_fire
euro_line_infantry_colonial	square_formation
euro_line_infantry_denmark	chevaux_de_frise
euro_line_infantry_denmark	earthworks
euro_line_infantry_denmark	fire_and_advance
euro_line_infantry_denmark	rank_fire
euro_line_infantry_denmark	square_formation
euro_line_infantry_france	chevaux_de_frise
euro_line_infantry_france	earthworks
euro_line_infantry_france	fire_and_advance
euro_line_infantry_france	rank_fire
euro_line_infantry_france	square_formation
euro_line_infantry_holland	chevaux_de_frise
euro_line_infantry_holland	earthworks
euro_line_infantry_holland	fire_and_advance
euro_line_infantry_holland	rank_fire
euro_line_infantry_holland	square_formation
euro_line_infantry_invalids	chevaux_de_frise
euro_line_infantry_invalids	earthworks
euro_line_infantry_invalids	rank_fire
euro_line_infantry_invalids	square_formation
euro_line_infantry_poland	chevaux_de_frise
euro_line_infantry_poland	earthworks
euro_line_infantry_poland	fire_and_advance
euro_line_infantry_poland	rank_fire
euro_line_infantry_poland	square_formation
euro_line_infantry_prussia	chevaux_de_frise
euro_line_infantry_prussia	earthworks
euro_line_infantry_prussia	fire_and_advance
euro_line_infantry_prussia	rank_fire
euro_line_infantry_prussia	square_formation
euro_line_infantry_russia	chevaux_de_frise
euro_line_infantry_russia	earthworks
euro_line_infantry_russia	fire_and_advance
euro_line_infantry_russia	rank_fire
euro_line_infantry_russia	square_formation
euro_line_infantry_spain	chevaux_de_frise
euro_line_infantry_spain	earthworks
euro_line_infantry_spain	fire_and_advance
euro_line_infantry_spain	rank_fire
euro_line_infantry_spain	square_formation
euro_line_infantry_sweden	chevaux_de_frise
euro_line_infantry_sweden	earthworks
euro_line_infantry_sweden	fire_and_advance
euro_line_infantry_sweden	rank_fire
euro_line_infantry_sweden	square_formation
euro_line_infantry_venice	chevaux_de_frise
euro_line_infantry_venice	earthworks
euro_line_infantry_venice	fire_and_advance
euro_line_infantry_venice	rank_fire
euro_line_infantry_venice	square_formation
euro_militia_infantry	chevaux_de_frise
euro_militia_infantry	earthworks
euro_militia_infantry_colonial_militia	chevaux_de_frise
euro_militia_infantry_colonial_militia	earthworks
euro_militia_infantry_minutemen	chevaux_de_frise
euro_militia_infantry_minutemen	earthworks
euro_militia_infantry_provincial_infantry	chevaux_de_frise
euro_militia_infantry_provincial_infantry	earthworks
euro_pikemen	chevaux_de_frise
euro_pikemen	earthworks
euro_pikemen	pike_square_formation
euro_pikemen	pike_wall_formation
euro_pikemen_austria	chevaux_de_frise
euro_pikemen_austria	earthworks
euro_pikemen_colonial	chevaux_de_frise
euro_pikemen_colonial	earthworks
euro_pikemen_prussian	chevaux_de_frise
euro_pikemen_prussian	earthworks
euro_polish_winged_hussars	diamond_formation
euro_polish_winged_hussars	wedge_formation
euro_provincial_cavalry	diamond_formation
euro_provincial_cavalry	wedge_formation
euro_provincial_cavalry_gendarmerie	diamond_formation
euro_provincial_cavalry_gendarmerie	wedge_formation
euro_provincial_cavalry_yeomanry	diamond_formation
euro_provincial_cavalry_yeomanry	wedge_formation
euro_provincial_line_infantry	chevaux_de_frise
euro_provincial_line_infantry	earthworks
euro_provincial_line_infantry	rank_fire
euro_rangers	chevaux_de_frise
euro_rangers	earthworks
euro_rangers	fire_volley
euro_rangers_courers_de_bois	chevaux_de_frise
euro_rangers_courers_de_bois	earthworks
euro_rangers_courers_de_bois	fire_volley
euro_rangers_frontiersmen	chevaux_de_frise
euro_rangers_frontiersmen	earthworks
euro_rangers_frontiersmen	fire_volley
euro_rangers_siberian_hunters	chevaux_de_frise
euro_rangers_siberian_hunters	earthworks
euro_rangers_siberian_hunters	fire_volley
euro_regiment_of_horse	diamond_formation
euro_regiment_of_horse	wedge_formation
euro_regiment_of_horse_sweden	diamond_formation
euro_regiment_of_horse_sweden	wedge_formation
euro_republican_conscript_infantry	chevaux_de_frise
euro_republican_conscript_infantry	earthworks
euro_republican_guard	chevaux_de_frise
euro_republican_guard	earthworks
euro_republican_guard	improved_platoon_fire_grouped
euro_republican_guard	platoon_fire_grouped
euro_republican_guard	rank_fire
euro_republican_guard	square_formation
euro_sepoys	chevaux_de_frise
euro_sepoys	earthworks
euro_sepoys	square_formation
euro_superior_line_infantry	chevaux_de_frise
euro_superior_line_infantry	earthworks
euro_superior_line_infantry	fire_and_advance
euro_superior_line_infantry	improved_platoon_fire_grouped
euro_superior_line_infantry	platoon_fire_grouped
euro_superior_line_infantry	rank_fire
euro_superior_line_infantry	square_formation
euro_superior_line_infantry_blackwatch	chevaux_de_frise
euro_superior_line_infantry_blackwatch	earthworks
euro_superior_line_infantry_blackwatch	fire_and_advance
euro_superior_line_infantry_blackwatch	improved_platoon_fire_grouped
euro_superior_line_infantry_blackwatch	platoon_fire_grouped
euro_superior_line_infantry_blackwatch	rank_fire
euro_superior_line_infantry_blackwatch	square_formation
euro_superior_line_infantry_coldstream	chevaux_de_frise
euro_superior_line_infantry_coldstream	earthworks
euro_superior_line_infantry_coldstream	fire_and_advance
euro_superior_line_infantry_coldstream	improved_platoon_fire_grouped
euro_superior_line_infantry_coldstream	platoon_fire_grouped
euro_superior_line_infantry_coldstream	rank_fire
euro_superior_line_infantry_coldstream	square_formation
euro_superior_line_infantry_petits_vieux	chevaux_de_frise
euro_superior_line_infantry_petits_vieux	earthworks
euro_superior_line_infantry_petits_vieux	fire_and_advance
euro_superior_line_infantry_petits_vieux	improved_platoon_fire_grouped
euro_superior_line_infantry_petits_vieux	platoon_fire_grouped
euro_superior_line_infantry_petits_vieux	rank_fire
euro_superior_line_infantry_petits_vieux	square_formation
euro_superior_line_infantry_vieux	chevaux_de_frise
euro_superior_line_infantry_vieux	earthworks
euro_superior_line_infantry_vieux	fire_and_advance
euro_superior_line_infantry_vieux	improved_platoon_fire_grouped
euro_superior_line_infantry_vieux	platoon_fire_grouped
euro_superior_line_infantry_vieux	rank_fire
euro_superior_line_infantry_vieux	square_formation
ferguson_riflemen	chevaux_de_frise
ferguson_riflemen	earthworks
ferguson_riflemen	fire_volley
garde_du_corps	diamond_formation
garde_du_corps	wedge_formation
gorodskiye_streltsy	chevaux_de_frise
gorodskiye_streltsy	earthworks
guard_infantry	chevaux_de_frise
guard_infantry	earthworks
guard_infantry	fire_and_advance
guard_infantry	improved_platoon_fire_grouped
guard_infantry	platoon_fire_grouped
guard_infantry	rank_fire
guard_infantry	square_formation
guerillas	chevaux_de_frise
guerillas	earthworks
guerillas	fire_volley
hakkapeliitat	diamond_formation
hakkapeliitat	wedge_formation
highland_clansmen	chevaux_de_frise
highland_clansmen	earthworks
household_cavalry	diamond_formation
household_cavalry	wedge_formation
janissaries_beylik	chevaux_de_frise
janissaries_beylik	earthworks
janissaries_beylik_grenadiers	chevaux_de_frise
janissaries_beylik_grenadiers	earthworks
janissaries_beylik_musketeers	chevaux_de_frise
janissaries_beylik_musketeers	earthworks
janissaries_cemaat	chevaux_de_frise
janissaries_cemaat	earthworks
janissaries_cemaat_grenadiers	chevaux_de_frise
janissaries_cemaat_grenadiers	earthworks
janissaries_sekban	chevaux_de_frise
janissaries_sekban	earthworks
life_guards	diamond_formation
life_guards	wedge_formation
maison_du_roi	chevaux_de_frise
maison_du_roi	earthworks
maison_du_roi	improved_platoon_fire_grouped
maison_du_roi	platoon_fire_grouped
maison_du_roi	square_formation
mameluks	diamond_formation
mameluks	wedge_formation
musellims	chevaux_de_frise
musellims	earthworks
native_american_artillery	gabionade
native_american_mounted_lancers	diamond_formation
native_american_mounted_lancers	wedge_formation
native_american_musketeers	fire_volley
native_american_musketeers_auxiliary	fire_volley
nizam_I_cedit_infantry	chevaux_de_frise
nizam_I_cedit_infantry	earthworks
nizam_I_cedit_infantry	fire_and_advance
nizam_I_cedit_infantry	rank_fire
nizam_I_cedit_infantry	square_formation
nizam_I_cedit_light_infantry	chevaux_de_frise
nizam_I_cedit_light_infantry	earthworks
nizam_I_cedit_light_infantry	fire_volley
nizam_I_cedit_rifles	chevaux_de_frise
nizam_I_cedit_rifles	earthworks
nizam_I_cedit_rifles	fire_volley
norwegian_ski_troops	chevaux_de_frise
norwegian_ski_troops	earthworks
norwegian_ski_troops	fire_volley
ottoman_great_cannon	gabionade
pandours	chevaux_de_frise
pandours	earthworks
pandours	fire_volley
pirates	chevaux_de_frise
pirates	earthworks
puckle_gun	gabionade
rapparees	chevaux_de_frise
rapparees	earthworks
rapparees	fire_volley
regiment_horse_light	diamond_formation
regiment_horse_light	wedge_formation
revolutionary_guard	chevaux_de_frise
revolutionary_guard	earthworks
revolutionary_guard	improved_platoon_fire_grouped
revolutionary_guard	platoon_fire_grouped
revolutionary_guard	rank_fire
revolutionary_guard	square_formation
revolutionary_infantry	chevaux_de_frise
revolutionary_infantry	earthworks
revolutionary_infantry	fire_and_advance
revolutionary_infantry	rank_fire
revolutionary_infantry	square_formation
rockets_fixed	gabionade
sp_ed_dahomey_amazon	chevaux_de_frise
sp_ed_dahomey_amazon	earthworks
sp_ed_ghoorkas	chevaux_de_frise
sp_ed_ghoorkas	earthworks
sp_ed_guerillas	chevaux_de_frise
sp_ed_guerillas	earthworks
sp_ed_guerillas	fire_volley
sp_ed_rogers_rangers	chevaux_de_frise
sp_ed_rogers_rangers	earthworks
sp_ed_rogers_rangers	fire_volley
sp_ed_wild_geese	chevaux_de_frise
sp_ed_wild_geese	earthworks
sp_ed_wild_geese	square_formation
viborniye_streltsy	diamond_formation
viborniye_streltsy	wedge_formation
voltigeur	chevaux_de_frise
voltigeur	earthworks
voltigeur	fire_volley
euro_elite_light_infantry	light_infantry_behaviour
euro_elite_light_infantry_croatian_grenzers	light_infantry_behaviour
euro_elite_light_infantry_green_jackets	light_infantry_behaviour
euro_elite_light_infantry_prussian_jaegers	light_infantry_behaviour
euro_elite_light_infantry_tirailleurs	light_infantry_behaviour
euro_elite_light_infantry_windbuchse_jaegers	light_infantry_behaviour
euro_expat_infantry_chasseurs_britannique	light_infantry_behaviour
euro_late_riflemen	light_infantry_behaviour
euro_light_infantry	light_infantry_behaviour
euro_light_infantry_chasseur_a_pied	light_infantry_behaviour
euro_light_infantry_colonial	light_infantry_behaviour
euro_light_infantry_jaegers	light_infantry_behaviour
ferguson_riflemen	light_infantry_behaviour
nizam_I_cedit_light_infantry	light_infantry_behaviour
nizam_I_cedit_rifles	light_infantry_behaviour
voltigeur	light_infantry_behaviour
