key	on_screen_name	category	class	multiplayer_cost	create_time	multiplayer_late_cost	create_cost	campaign_action_points	voice	icon_name	info_pic	unit_description_text	region_unit_resource	total_cap	multiplayer_category	mp_available_early	mp_available_middle	mp_available_late	prestige	armed_citizenry
americas_line_infantry	Line Infantry	infantry	infantry_line	740	1	720	280	24	infantry_generic	euro_line_infantry	euro_line_infantry	euro_line_infantry	americas	0	mp_infantry	false	false	false	0	false
americas_long_rifle_men	Long Rifle Men	infantry	infantry_irregulars	530	2	540	210	25	infantry_generic	Euro_long_rifleman_icon_infm	Euro_long_rifleman_info_infm	americas_long_rifle_men	americas	0	mp_infantry	true	true	true	0	false
americas_militia_infantry	Militia Infantry	infantry	infantry_militia	580	1	580	230	24	infantry_generic	Euro_Militia_Infantry_icon_infm	Euro_Militia_Infantry_info_infm	euro_militia_infantry	global	0	mp_infantry	true	true	true	0	false
americas_provincial_cavalry	Provincial Cavalry	cavalry	cavalry_standard	590	1	590	230	28	cavalry_generic	Euro_Provincial_Cavalry_icon_cavs	euro_provincial_cavalry	euro_provincial_cavalry	americas	0	mp_cavalry	false	false	false	0	false
americas_regiment_of_horse	Regiment of Horse	cavalry	cavalry_standard	640	1	630	250	28	cavalry_generic	euro_regiment_of_horse	euro_regiment_of_horse	euro_regiment_of_horse	americas	0	mp_cavalry	false	false	false	0	false
armed_citizenry_africa	Armed Populace	infantry	infantry_mob	230	0	0	0	24	infantry_citizen	armed_citizenry_africa_icon_infs	armed_citizenry_africa_info_infs	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_bows_native_american	Armed Tribesmen	infantry	infantry_mob	380	0	0	0	24	infantry_citizen	Native_american_braves_icon_infb	Native_american_braves_info_infb	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_europe	Armed Citizenry	infantry	infantry_mob	260	0	0	0	24	infantry_citizen	armed_citizenry_europe_icon_infp	armed_citizenry_europe_info_infp	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_india	Armed Populace	infantry	infantry_mob	230	0	0	0	24	infantry_citizen	East_armed_citizenry_india_icon_infs	East_armed_citizenry_india_info_infs	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_matchlocks_africa	Firelock Armed Populace	infantry	infantry_mob	270	0	0	0	24	infantry_citizen	armed_citizenry_africa_icon_infm	armed_citizenry_africa_info_infm	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_matchlocks_europe	Firelock Armed Citizenry	infantry	infantry_mob	270	0	0	0	24	infantry_citizen	armed_citizenry_europe_icon_infm	armed_citizenry_europe	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_matchlocks_india	Firelock Armed Populace	infantry	infantry_mob	270	0	0	0	24	infantry_citizen	East_armed_citizenry_india_icon_infm	East_armed_citizenry_india_info_infm	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_matchlocks_middle_east	Firelock Armed Populace	infantry	infantry_mob	270	0	0	0	24	infantry_citizen	East_armed_citizenry_middle_east_icon_infm	East_armed_citizenry_middle_east_info_infm	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_middle_east	Armed Populace	infantry	infantry_mob	230	0	0	0	24	infantry_citizen	East_armed_citizenry_middle_east_icon_infs	East_armed_citizenry_middle_east_info_infs	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_native_american	Armed Tribesmen	infantry	infantry_mob	220	0	0	0	24	infantry_citizen	Native_american_braves_icon_infp	Native_american_braves_info_infp	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_citizenry_pirates	Pirate Mob	infantry	infantry_mob	530	0	0	0	24	infantry_citizen	Euro_Pirate_icon_infm	euro_minutemen	armed_citizenry_africa	global	0	mp_infantry	false	false	false	0	true
armed_peasantry	Armed Peasantry	infantry	infantry_mob	220	1	260	100	24	infantry_peasant	East_Ethnic_Peasants_Firelocks_icon_inf1	east_ethnic_peasants_firelocks	armed_citizenry_africa	global	0	mp_infantry	true	false	false	0	false
armed_peasantry_bhumiya	Bhumiya Bowmen	infantry	infantry_mob	350	1	380	150	24	infantry_bowmen	East_armed_peasantry_bhumiya_icon_infb	East_armed_peasantry_bhumiya_info_infb	armed_citizenry_africa	global	0	mp_infantry	true	false	false	0	false
armed_peasantry_semenys	Semenys	infantry	infantry_mob	220	1	260	100	24	infantry_peasant	East_Ethnic_Peasants_Firelocks_icon_inf1	east_ethnic_peasants_firelocks	armed_citizenry_africa	global	0	mp_infantry	true	false	false	0	false
armed_peasantry_tufangis	Tufangis	infantry	infantry_mob	220	1	260	100	24	infantry_generic	East_armed_peasantry_tufangis_icon_infm	East_armed_peasantry_tufangis_info_infm	armed_citizenry_africa	global	0	mp_infantry	true	false	false	0	false
azzars	Azzars	infantry	infantry_irregulars	340	1	370	140	25	infantry_generic	East_Azzars_icon_infm	East_Azzars_info_infm	azzars	middle_east_and_europe	0	mp_infantry	true	false	false	0	false
barbary_xebec	Xebec	naval_frigate	naval_xebec	840	2	840	140	83	naval_captain	xebec	xebec	barbary_xebec	med_coast	0	mp_naval_line_of_battle	true	true	true	0	false
bashibazouks	Bashi-Bazouks	infantry	infantry_irregulars	300	1	340	130	25	infantry_bashi	Bashi_Bazouks_icon_infs	Bashi_Bazouks_info_infs	azzars	middle_east	0	mp_infantry	true	false	false	0	false
bomb_ketch	Bomb Ketch	naval_specialist	naval_bomb_ketch	620	1	620	100	78	naval_captain	bomb_ketch	bomb_ketch	bomb_ketch	global	0	mp_naval_small_ship	false	false	true	0	false
bomb_ketch_american	Bomb Ketch	naval_specialist	naval_bomb_ketch	620	1	620	100	78	naval_captain	bomb_ketch	bomb_ketch	bomb_ketch	global	0	mp_naval_small_ship	false	false	true	0	false
bomb_ketch_british	Bomb Ketch	naval_specialist	naval_bomb_ketch	660	1	660	110	78	naval_captain	bomb_ketch	bomb_ketch	bomb_ketch	global	0	mp_naval_small_ship	false	false	true	0	false
bomb_ketch_french	Bomb Ketch	naval_specialist	naval_bomb_ketch	680	1	680	110	78	naval_captain	bomb_ketch	bomb_ketch	bomb_ketch	global	0	mp_naval_small_ship	false	false	true	0	false
bomb_ketch_spanish	Bomb Ketch	naval_specialist	naval_bomb_ketch	620	1	620	100	78	naval_captain	bomb_ketch	bomb_ketch	bomb_ketch	global	0	mp_naval_small_ship	false	false	true	0	false
brig	Brig	naval_auxiliary	naval_brig	480	1	480	80	83	naval_captain	brig	brig	brig	global	0	mp_naval_line_of_battle	true	true	true	0	false
brig_american	Brig	naval_auxiliary	naval_brig	460	1	460	70	83	naval_captain	brig	brig	brig	global	0	mp_naval_line_of_battle	true	true	true	0	false
brig_british	Brig	naval_auxiliary	naval_brig	490	1	490	80	83	naval_captain	brig	brig	brig	global	0	mp_naval_line_of_battle	true	true	true	0	false
brig_french	Brig	naval_auxiliary	naval_brig	530	1	530	80	83	naval_captain	brig	brig	brig	global	0	mp_naval_line_of_battle	true	true	true	0	false
brig_spanish	Brig	naval_auxiliary	naval_brig	470	1	470	70	83	naval_captain	brig	brig	brig	global	0	mp_naval_line_of_battle	true	true	true	0	false
carronade_frigate	Carronade Frigate	naval_frigate	naval_sixth_rate	920	2	920	150	83	naval_captain	6th_rate_carronade	1d_24_carronade	carronade_frigate	global	0	mp_naval_line_of_battle	false	false	true	0	false
