key	name_group	ship_name	exclusive_to_faction
213	names_dutch	Prinses Maria Louisa	netherlands
214	names_dutch	Prinses Royaal	netherlands
215	names_dutch	Prinses Royal Maria	netherlands
216	names_dutch	Purmer	
217	names_dutch	Raadhuis de Haarlem	
218	names_dutch	Raaf	
219	names_dutch	Ramhorst	
220	names_dutch	Rebecca	
221	names_dutch	Reigersbergen	
222	names_dutch	Revolutie	
223	names_dutch	Ridderschap	
224	names_dutch	Ridderschap van Holland	
225	names_dutch	Rijnland	
226	names_dutch	Ripperda	
227	names_dutch	Rochus	
228	names_dutch	Roeigalei	
229	names_dutch	Roode Leeuw	
230	names_dutch	Rooswijk	
231	names_dutch	Rosedaal	
232	names_dutch	Roskam	
233	names_dutch	Rotterdam	netherlands
234	names_dutch	Rozendaal	
235	names_dutch	Sardam	
236	names_dutch	Schager Roos	
237	names_dutch	Schakerlo	
238	names_dutch	Schattershoef	
239	names_dutch	Schiedam	
240	names_dutch	Schieland	
241	names_dutch	Schoonoord	
242	names_dutch	Schoterbosch	
243	names_dutch	Schrikverwekker	
244	names_dutch	Seepelaar	
245	names_dutch	Slot Honingen	
246	names_dutch	Sneek	
247	names_dutch	Soestdijk	
248	names_dutch	Soeterwoude	
249	names_dutch	Sphaera Mundi	
250	names_dutch	Spiegel	
251	names_dutch	St Anna	
252	names_dutch	St Marie	
253	names_dutch	St Paulus	
254	names_dutch	St Pieter	
255	names_dutch	Staaten Generaal	
256	names_dutch	Stad en Lande	
257	names_dutch	Stad Medemblik	
258	names_dutch	Starrenberg	
259	names_dutch	Steenbergen	
260	names_dutch	Suriname	
261	names_dutch	Ter Goes	
262	names_dutch	Ter Meer	
263	names_dutch	Texel	
264	names_dutch	Tholen	
265	names_dutch	Tijger	
266	names_dutch	Triton	
267	names_dutch	Tromp	
268	names_dutch	Twickel	
269	names_dutch	Twickelo	
270	names_dutch	Unie	
271	names_dutch	Utrecht	netherlands
272	names_dutch	Valkenier	
273	names_dutch	Veere	
274	names_dutch	Veluwe	
275	names_dutch	Vergulde Draeck	
276	names_dutch	Vergulde Phenix	
277	names_dutch	Vergulde Zon	
278	names_dutch	Vervachting	
279	names_dutch	Vianen	
280	names_dutch	Visschers Harder	
281	names_dutch	Vlaardingen	
282	names_dutch	Vlasblom	
283	names_dutch	Vliegende Hollander	
284	names_dutch	Vliegende Swaan	
285	names_dutch	Vlissingen	
286	names_dutch	Vogelstruijs	
287	names_dutch	Vollenhove	
288	names_dutch	Voorzichtigheid	
289	names_dutch	Vrede	
290	names_dutch	Vredewold	
291	names_dutch	Vrijheid	
292	names_dutch	Waasdorp	
293	names_dutch	Wakende Boei	
294	names_dutch	Wakende Kraan	
295	names_dutch	Walcheren	
296	names_dutch	Wapen van Enkhuizen	netherlands
297	names_dutch	Wapen van Holland	netherlands
298	names_dutch	Wapen van Hoorn	
299	names_dutch	Wapen van Nassau	
300	names_dutch	Wassenaer	
301	names_dutch	Watervliet	
302	names_dutch	Weesp	
303	names_dutch	Weldam	
304	names_dutch	Westergo	
305	names_dutch	Westfriesland	netherlands
306	names_dutch	Wezel	
307	names_dutch	Windhond	
308	names_dutch	Woerden	
309	names_dutch	Wolf	
310	names_dutch	Wolfswinkel	
311	names_dutch	Wouw	
312	names_dutch	Wreker	
313	names_dutch	Wulpenburg	
314	names_dutch	Wulverhorst	
315	names_dutch	Zandvoort	
316	names_dutch	Zeehaen	
317	names_dutch	Zeelandia	netherlands
318	names_dutch	Zeemeeuw	
319	names_dutch	Zeerijp	
320	names_dutch	Zevenwolden	
321	names_dutch	Zierikzee	
322	names_dutch	Zomer	
323	names_dutch	Zuid-Beveland	
324	names_dutch	Zutphen	
325	names_dutch	Zuytdorp	
326	names_dutch	Zwanenburg	
327	names_dutch	Zwolle	
328	names_english	Abdiel	
329	names_english	Aboukir	
330	names_english	Acasta	
331	names_english	Achates	
332	names_english	Acheron	
333	names_english	Achilles	
334	names_english	Acorn	
335	names_english	Actaeon	
336	names_english	Active	
337	names_english	Acute	
338	names_english	Adamant	
339	names_english	Adams	
340	names_english	Adder	
341	names_english	Adventure	
342	names_english	Advice	
343	names_english	Aetna	
344	names_english	Africa	
345	names_english	Agamemnon	
346	names_english	Agincourt	britain
347	names_english	Ajax	
348	names_english	Alabama	united_states
349	names_english	Albany	
350	names_english	Albemarle	britain
351	names_english	Albion	britain
352	names_english	Alcide	
353	names_english	Alert	
354	names_english	Alfred	
355	names_english	Alliance	
356	names_english	Amazon	
357	names_english	Ambuscade	
358	names_english	America	united_states
359	names_english	Amphion	
360	names_english	Andrew Doria	united_states
361	names_english	Anne	
362	names_english	Anson	
363	names_english	Antelope	
364	names_english	Apollo	
365	names_english	Arab	
366	names_english	Archer	
367	names_english	Ardent	
368	names_english	Arethusa	
369	names_english	Argo	
370	names_english	Argonaut	
371	names_english	Argus	
372	names_english	Argyll	
373	names_english	Ariadne	
374	names_english	Ariel	
375	names_english	Association	
376	names_english	Assurance	
377	names_english	Atalanta	
378	names_english	Audacious	
379	names_english	Aurora	
380	names_english	Babet	
381	names_english	Baltimore	united_states
382	names_english	Barfleur	
383	names_english	Belleisle	
384	names_english	Bellerophon	
385	names_english	Bellona	
386	names_english	Berkeley Castle	britain
387	names_english	Bermuda	britain
388	names_english	Berwick	britain
389	names_english	Black Prince	britain
390	names_english	Bonhomme Richard	united_states
391	names_english	Boston	united_states
392	names_english	Bounty	britain
393	names_english	Bourbon	
394	names_english	Boxer	
395	names_english	Boyne	britain
396	names_english	Brandywine	
397	names_english	Brazen	
398	names_english	Brilliant	
399	names_english	Bristol	britain
400	names_english	Britannia	britain
401	names_english	Bruizer	
402	names_english	Bulldog	
403	names_english	Cabot	
404	names_english	Cadiz	britain
405	names_english	Caesar	
406	names_english	Calcutta	britain
407	names_english	Cambridge	
408	names_english	Captain	
409	names_english	Cardiff	britain
410	names_english	Centaur	
411	names_english	Centurion	
412	names_english	Ceres	
413	names_english	Cerf	
414	names_english	Champion	
415	names_english	Charlestown	britain
416	names_english	Chatham	britain
417	names_english	Chesapeake	united_states
418	names_english	Chippewa	united_states
419	names_english	Circe	
420	names_english	Clyde	britain
421	names_english	Colorado	united_states
422	names_english	Colossus	
423	names_english	Columbia	united_states
424	names_english	Columbus	united_states
425	names_english	Comet	
426	names_english	Confederacy	united_states
427	names_english	Congress	united_states
428	names_english	Connecticut	united_states
429	names_english	Conqueror	
430	names_english	Constellation	united_states
431	names_english	Constitution	united_states
432	names_english	Cornwall	britain
433	names_english	Coventry	britain
434	names_english	Culloden	britain
435	names_english	Cumberland	
436	names_english	Cyane	
437	names_english	Dae	
438	names_english	Dartmouth	britain
439	names_english	Dasher	
440	names_english	Deane	
441	names_english	Defence	
442	names_english	Defiance	
443	names_english	Defiant	
444	names_english	Delaware	united_states
445	names_english	Devonshire	britain
446	names_english	Diamond	
447	names_english	Dido	
448	names_english	Diligent	
449	names_english	Discovery	
450	names_english	Doimede	
451	names_english	Dolphin	
452	names_english	Dorsetshire	britain
453	names_english	Dragon	
454	names_english	Drake	britain
455	names_english	Dreadnought	
456	names_english	Dryad	
457	names_english	Duc de Lauzun	united_states
458	names_english	Dumbarton Castle	britain
459	names_english	Dunkirk	
460	names_english	Eagle	
461	names_english	Echo	
462	names_english	Edgar	
463	names_english	Edinburgh	britain
464	names_english	Effingham	
465	names_english	Elephant	
466	names_english	Emerald	
467	names_english	Endeavour	
468	names_english	Endymion	
469	names_english	Enterprise	
470	names_english	Enterprize	
471	names_english	Epevier	
472	names_english	Erie	united_states
473	names_english	Essex	britain
474	names_english	Exeter	britain
475	names_english	Fairfield	
476	names_english	Falmouth	
477	names_english	Fame	
478	names_english	Fearless	
479	names_english	Fly	
480	names_english	Formidable	
481	names_english	Foudroyant	
482	names_english	Fox	
483	names_english	Franklin	united_states
484	names_english	Frolic	
485	names_english	Galatea	
486	names_english	Ganges	
487	names_english	General Gates	united_states
488	names_english	General Greene	united_states
489	names_english	George Washington	united_states
490	names_english	Gibraltar	britain
491	names_english	Glasgow	britain
492	names_english	Glatton	
493	names_english	Glory	
494	names_english	Gloucester	britain
495	names_english	Goliath	
496	names_english	Good Hope	
497	names_english	Grafton	
498	names_english	Grampus	
499	names_english	Great Harry	
500	names_english	Greyhound	
501	names_english	Guardian	
502	names_english	Halifax	britain
503	names_english	Hampden	
504	names_english	Hampshire	britain
505	names_english	Hancock	
506	names_english	Hannibal	
507	names_english	Hecla	
508	names_english	Hector	
509	names_english	Herald	
510	names_english	Hercules	
511	names_english	Hermes	
512	names_english	Hermione	
513	names_english	Hero	
514	names_english	Hibernia	britain
515	names_english	Hornet	
516	names_english	Hussar	
517	names_english	Illustrious	
518	names_english	Impregnable	
519	names_english	Indefatigable	
520	names_english	Independence	united_states
521	names_english	Inflexible	
522	names_english	Insurgent	
523	names_english	Intrepid	
524	names_english	Invincible	
525	names_english	Iris	
526	names_english	Irresistible	
527	names_english	Isis	
528	names_english	Jamaica	
529	names_english	Jersey	britain
530	names_english	John Adams	united_states
531	names_english	Juno	
532	names_english	Kangaroo	
533	names_english	Kent	britain
534	names_english	Kingston	britain
535	names_english	Lancaster	britain
536	names_english	Leander	
537	names_english	Leda	
538	names_english	Leopard	
539	names_english	Leviathan	
540	names_english	Lexington	united_states
541	names_english	Liberator	
542	names_english	Lightning	
543	names_english	Lincoln	britain
544	names_english	L'Indien	united_states
545	names_english	Lion	
546	names_english	Liverpool	britain
547	names_english	London	britain
548	names_english	Louisiana	united_states
549	names_english	Macedonian	
550	names_english	Magnificent	
551	names_english	Maine	united_states
552	names_english	Majestic	
553	names_english	Marlborough	britain
554	names_english	Mars	
555	names_english	Mary Rose	britain
556	names_english	Massachusetts	united_states
557	names_english	Medea	
558	names_english	Medway	britain
559	names_english	Merrimack	
560	names_english	Minerva	
561	names_english	Minotaur	
562	names_english	Mohawk	
563	names_english	Monarch	britain
564	names_english	Monmouth	britain
565	names_english	Montgomery	
566	names_english	Mordaunt	
567	names_english	Mosquito	
568	names_english	Myrmidon	
569	names_english	Naiad	
570	names_english	Narcissus	
571	names_english	Nautilus	
572	names_english	Neptune	
573	names_english	New England	united_states
574	names_english	New Hampshire	united_states
575	names_english	New Orleans	united_states
576	names_english	New York	united_states
577	names_english	Newcastle	britain
578	names_english	Newport	britain
579	names_english	Newton	
580	names_english	Niger	
581	names_english	Nonsuch	
582	names_english	Norfolk	britain
583	names_english	North Carolina	united_states
584	names_english	Northumberland	britain
585	names_english	Nottingham	britain
586	names_english	Nymph	
587	names_english	Ocean	
588	names_english	Ohio	united_states
589	names_english	Orion	
590	names_english	Ossory	
591	names_english	Oxford	britain
592	names_english	Pallas	
593	names_english	Pandora	
594	names_english	Patapsco	united_states
595	names_english	Peacock	
596	names_english	Pegasus	
597	names_english	Penelope	
598	names_english	Pennsylvania	united_states
599	names_english	Penzance	britain
600	names_english	Philadelphia	united_states
601	names_english	Phoebe	
602	names_english	Phoenix	
603	names_english	Pigot	
604	names_english	Plymouth	britain
605	names_english	Polyphemus	
606	names_english	Portland	united_states
607	names_english	Portsmouth	
608	names_english	Potomac	united_states
609	names_english	President	united_states
610	names_english	Prince	britain
611	names_english	Prince George	britain
612	names_english	Prince of Wales	britain
613	names_english	Prince Royal	britain
614	names_english	Princess Royal	britain
615	names_english	Queen	britain
616	names_english	Queen Charlotte	britain
617	names_english	Quincy	united_states
618	names_english	Racehorse	
619	names_english	Rainbow	
620	names_english	Raleigh	
621	names_english	Ramillies	
622	names_english	Randolph	
623	names_english	Ranger	
624	names_english	Raritan	
625	names_english	Renown	
626	names_english	Reprisal	
627	names_english	Repulse	
628	names_english	Resistance	
629	names_english	Resolution	
630	names_english	Retaliation	
631	names_english	Revenge	
632	names_english	Richmond	britain
633	names_english	Rodney	
634	names_english	Roebuck	
635	names_english	Rose	
636	names_english	Royal George	britain
637	names_english	Royal Oak	britain
638	names_english	Royal Sovereign	britain
639	names_english	Sabine	
640	names_english	Sachem	
641	names_english	San Jacinto	united_states
642	names_english	Sapphire	
643	names_english	Saranac	united_states
644	names_english	Saratoga	united_states
645	names_english	Sceptre	
646	names_english	Scorpion	
647	names_english	Seahorse	
648	names_english	Serapis	
649	names_english	Severn	britain
650	names_english	Shannon	britain
651	names_english	Sirius	
652	names_english	Snake	
653	names_english	Somerset	britain
654	names_english	Southampton	britain
655	names_english	Sovereign of the Seas	britain
656	names_english	Spartiate	
657	names_english	Speedy	
658	names_english	St Albans	britain
659	names_english	St Lawrence	
660	names_english	St Louis	united_states
661	names_english	St Mary	united_states
662	names_english	Suffolk	britain
663	names_english	Superb	
664	names_english	Surprise	
665	names_english	Susquehanna	united_states
666	names_english	Sussex	britain
667	names_english	Sutherland	britain
668	names_english	Swiftsure	
669	names_english	Tartar	
670	names_english	Temeraire	britain
671	names_english	Theseus	
672	names_english	Thetis	
673	names_english	Thunderer	
674	names_english	Tiger	
675	names_english	Torbay	britain
676	names_english	Triton	
677	names_english	Triumph	
678	names_english	Trumbull	united_states
679	names_english	Tryton	
680	names_english	Unicorn	
681	names_english	United States	united_states
682	names_english	Valiant	
683	names_english	Vanguard	
684	names_english	Venerable	
685	names_english	Vengeance	
686	names_english	Vermont	united_states
687	names_english	Victory	britain
688	names_english	Vigo	
689	names_english	Vincennes	
690	names_english	Virginia	united_states
691	names_english	Wabash	
692	names_english	Warren	
693	names_english	Warrior	
694	names_english	Warspite	
695	names_english	Washington	united_states
696	names_english	Wasp	
697	names_english	Yarmouth	britain
698	names_english	York	britain
699	names_english	Yorktown	united_states
700	names_english	Zebra	
701	names_french	Acheron	
702	names_french	Achille	
703	names_french	Actif	
704	names_french	Aigle	
705	names_french	Alcide	
706	names_french	Alerte	
707	names_french	Annibal	
708	names_french	Aquilon	
709	names_french	Argonaute	
710	names_french	Artemise	
711	names_french	Belle Poule	france
712	names_french	Bien Aimé	
713	names_french	Bourgogne	france
714	names_french	Bretagne	france
715	names_french	Brutus	
716	names_french	Ca Ira	france
717	names_french	Charlemagne	france
718	names_french	Conquerant	
719	names_french	Couronne	
720	names_french	Danube	france
721	names_french	Destin	
722	names_french	Diadéme	
723	names_french	Diane	
724	names_french	Droits de l'Homme	france
725	names_french	Duguay-Trouin	france
726	names_french	Duquesne	france
727	names_french	Entreprenant	
728	names_french	Esperance	
729	names_french	Fantasque	
730	names_french	Fendant	
731	names_french	Ferme	
732	names_french	Formidable	
733	names_french	Fougeux	
734	names_french	Franklin	
735	names_french	Gaulois	france
736	names_french	Genereux	
737	names_french	Glorieux	
738	names_french	Guerrier	
739	names_french	Guillaume Tell	france
740	names_french	Hercule	
741	names_french	Heros	
742	names_french	Heureux	
743	names_french	Illustre	
744	names_french	Indomptable	france
745	names_french	Intrepide	
746	names_french	Juste	
747	names_french	Justice	
748	names_french	La Couronne	
749	names_french	Languedoc	france
750	names_french	Le Malin	
751	names_french	Le Redoutable	france
752	names_french	L'Invincible	france
753	names_french	Magnanime	
754	names_french	Marseillais	france
755	names_french	Mercure	
756	names_french	Minotaure	
757	names_french	Mont Blanc	france
758	names_french	Mutine	
759	names_french	Nestor	
760	names_french	Orient	
761	names_french	Patriote	france
762	names_french	Pégase	
763	names_french	Peuple Souverain	france
764	names_french	Pluton	
765	names_french	Polonais	
766	names_french	Pompée	
767	names_french	Protecteur	
768	names_french	Prudent	
769	names_french	Puissant	
770	names_french	Railleur	
771	names_french	Régénérateur	
772	names_french	Robuste	
773	names_french	Saint Esprit	
774	names_french	Saint Philippe	
775	names_french	Salamine	
776	names_french	Sceptre	
777	names_french	Scipion	
778	names_french	Séduisant	
779	names_french	Serieuse	
780	names_french	Soleil Royale	france
781	names_french	Spartiate	
782	names_french	Suffren	
783	names_french	Temeraire	france
784	names_french	Terrible	
785	names_french	Thémistocle	
786	names_french	Thesée	
787	names_french	Timoleon	
788	names_french	Tonnant	
789	names_french	Trajan 	
790	names_french	Tricolore	france
791	names_french	Triomphant	
792	names_french	Vengeur	
793	names_french	Vétéran	
794	names_french	Victoire	france
795	names_french	Ville de Paris	france
796	names_french	Zelé	
797	names_french	Zodiaque	
798	names_german_catholic	Albatross	
799	names_german_catholic	Alk	
800	names_german_catholic	Amazone	
801	names_german_catholic	Ammersee	
802	names_german_catholic	Arcona	
803	names_german_catholic	Ariadne	
804	names_german_catholic	Atlantis	
805	names_german_catholic	Auerbach	
806	names_german_catholic	Augustus	
807	names_german_catholic	Barbe	
808	names_german_catholic	Brasse	
809	names_german_catholic	Bremse	
810	names_german_catholic	Brommy	
811	names_german_catholic	Brummer	
812	names_german_catholic	Bussard	
813	names_german_catholic	Coronel	
814	names_german_catholic	Dachs	
815	names_german_catholic	Delphin	
816	names_german_catholic	Derfflinger	
817	names_german_catholic	Dorsch	
818	names_german_catholic	Düren	
819	names_german_catholic	Eber	
820	names_german_catholic	Eisbär	
821	names_german_catholic	Eismöve	
822	names_german_catholic	Eisvogel	
823	names_german_catholic	Elster	
824	names_german_catholic	Falke	
825	names_german_catholic	Felchen	
826	names_german_catholic	Flunder	
827	names_german_catholic	Forelle	
828	names_german_catholic	Frettchen	
829	names_german_catholic	Fuchs	
830	names_german_catholic	Gazelle	
831	names_german_catholic	Gefion	
832	names_german_catholic	Geier	
833	names_german_catholic	Gepard	
834	names_german_catholic	Goeben	
835	names_german_catholic	Graudenz	
836	names_german_catholic	Greif	
837	names_german_catholic	Habicht	
838	names_german_catholic	Hagen	
839	names_german_catholic	Haher	
840	names_german_catholic	Hela	
841	names_german_catholic	Hildebrand	
842	names_german_catholic	Hipper	
843	names_german_catholic	Iltis	
844	names_german_catholic	Inger	
845	names_german_catholic	König	
846	names_german_catholic	Kormoran	
847	names_german_catholic	Lachs	
848	names_german_catholic	Löwe	
849	names_german_catholic	Luchs	
850	names_german_catholic	Maria	
851	names_german_catholic	Medusa	
852	names_german_catholic	Mira	
853	names_german_catholic	Nautilus	
854	names_german_catholic	Niobe	
855	names_german_catholic	Nymphe	
856	names_german_catholic	Oker	
857	names_german_catholic	Orion	
858	names_german_catholic	Oste	
859	names_german_catholic	Pelikan	
860	names_german_catholic	Petrus	
861	names_german_catholic	Regulus	
862	names_german_catholic	Rochen	
863	names_german_catholic	Salm	
864	names_german_catholic	Seeadler	
865	names_german_catholic	Sirius	
866	names_german_catholic	Storch	
867	names_german_catholic	Sturm	
868	names_german_catholic	Thetis	
869	names_german_catholic	Tiger	
870	names_german_catholic	Vineta	
871	names_german_catholic	Weihe	
872	names_german_catholic	Werra	
873	names_german_catholic	Wildschwan	
874	names_german_catholic	Wolf	
875	names_greek	Achelois	
876	names_greek	Achelous	
877	names_greek	Acheron	
878	names_greek	Aeolus	
879	names_greek	Agdistis	
880	names_greek	Alastor	
881	names_greek	Alcyone	
882	names_greek	Alectrona	
883	names_greek	Alexiares	
884	names_greek	Amphitrite	
885	names_greek	Anakes	
886	names_greek	Antheia	
887	names_greek	Aphaea	
888	names_greek	Aphrodite	
889	names_greek	Apollo	
890	names_greek	Ares	
891	names_greek	Aristaeus	
892	names_greek	Artemis	
893	names_greek	Asclepios	
894	names_greek	Astraea	
895	names_greek	Ate	
896	names_greek	Athena	
897	names_greek	Atropos	
898	names_greek	Attis	
899	names_greek	Auxo	
900	names_greek	Bia	
901	names_greek	Boreas	
902	names_greek	Brizo	
903	names_greek	Cabiri	
904	names_greek	Caerus	
905	names_greek	Calliope	
906	names_greek	Calypso	
907	names_greek	Castor	
908	names_greek	Celaeno	
909	names_greek	Ceto	
910	names_greek	Charon	
911	names_greek	Circe	
912	names_greek	Clio	
913	names_greek	Cloth	
914	names_greek	Cotys	
915	names_greek	Cragus	
916	names_greek	Cybele	
917	names_greek	Demeter	
918	names_greek	Dike	
919	names_greek	Dinlas	
920	names_greek	Dionysos	
921	names_greek	Dioscuri	
922	names_greek	Doris	
923	names_greek	Efreisone	
924	names_greek	Eileithyia	
925	names_greek	Electra	
926	names_greek	Elpis	
927	names_greek	Enyalius	
928	names_greek	Enyo	
929	names_greek	Eos	
930	names_greek	Eosphorus	
931	names_greek	Erato	
932	names_greek	Eris	
933	names_greek	Eros	
934	names_greek	Ethehofos	
935	names_greek	Eunomia	
936	names_greek	Euros	
937	names_greek	Eurynome	
938	names_greek	Euterpe	
939	names_greek	Glaucus	
940	names_greek	Hades	
941	names_greek	Hêbê	
942	names_greek	Hecate	
943	names_greek	Hêlios	
944	names_greek	Hephaestos	
945	names_greek	Hera	
946	names_greek	Heracles	
947	names_greek	Hermes	
948	names_greek	Hespera	
949	names_greek	Hestia	
950	names_greek	Horae	
951	names_greek	Hybris	
952	names_greek	Hygeia	
953	names_greek	Hypnos	
954	names_greek	Irene	
955	names_greek	Iris	
