key	anim_set_key	anim_status	anim	anim_type	action_id	transition_to_status	idle_weighting
-500683171	default_ship	attack_trade	Animations/CampaignPieces/euro_campaign_ship_anim_unfurled_sink.anim	action	die_character_stab		0.0000
-470407401	missionary	normal	Animations/MEN/CAMPAIGN/CAM_MISSIONARY/CAM_M_Stand.anim	idle			1.0000
-427774793	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Stand_to_Seige_Attack.anim	status_transition		attack_trade	0.0000
-426160445	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Fire_Pistol.anim	action	kill_character_shoot		0.0000
-394802279	rake	attack_trade	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Stand_to_Defence.anim	matched_action	attack_character		0.0000
-370720814	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Pistol_Death.anim	action	die_character_shoot		0.0000
-352701004	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Idle1.anim	idle			1.0000
-348471250	default_human	stealthy	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Defence.anim	matched_action	attack_character		0.0000
-342326781	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Idle5.anim	idle			1.0000
-323571061	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Defence_Agent.anim	matched_action	assassinate		0.0000
-260811519	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Pistol_Death.anim	action	die_character_shoot		0.0000
-259732992	default_human	stealthy	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Ambush_to_Stand.anim	status_transition		normal	0.0000
-191981746	thugee	attack_trade	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Matched_Stab.anim	action	kill_character_stab		0.0000
-191802484	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Selection.anim	to_selected			0.0000
-186847601	default_ship	siege	Animations/CampaignPieces/euro_campaign_ship_anim_unfurled_traderoute_idle.anim	idle			1.0000
-164436423	default_ship	siege	Animations/CampaignPieces/euro_campaign_ship_anim_unfurled_sink.anim	action	die_character_shoot		0.0000
-99640503	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Matched_Stab.anim	action	kill_character_stab		0.0000
-91568596	thugee	attack_trade	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Seige_Attack_to_Stand.anim	status_transition		normal	0.0000
-58634291	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Pistol_Death.anim	action	die_character_shoot		0.0000
-12904435	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Matched_Stab_Death.anim	action	die_character_stab		0.0000
7282957	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Idle3.anim	idle			1.0000
37418655	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Attack.anim	action	attack_character		0.0000
54208677	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Idle2.anim	idle			1.0000
74585928	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Idle4.anim	idle			1.0000
117536946	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_G_Stand_to_Defence.anim	matched_action	attack_character		0.0000
130945272	rake	attack_trade	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Stand_to_Attack.anim	action	attack_character		0.0000
176961938	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Pistol_Death.anim	action	die_character_shoot		0.0000
183827219	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_S_Selected.anim	to_selected			0.0000
190364772	rake	attack_trade	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Matched_Stab_Death.anim	action	die_character_stab		0.0000
235770736	eastern_ship	attack_trade	Animations/CampaignPieces/east_campaign_ship_anim_unfurled_fire.anim	action	attack_character		0.0000
241735683	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Fire_Pistol.anim	action	kill_character_shoot		0.0000
292428214	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Stand_to_Defence.anim	matched_action	assassinate		0.0000
349405697	default_human	stealthy	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Attack.anim	action	attack_character		0.0000
383126072	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Idle2.anim	idle			1.0000
436566204	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Idle2.anim	idle			1.0000
462598083	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Idle3.anim	idle			1.0000
528605654	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Matched_Stab.anim	action	kill_character_stab		0.0000
543001736	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Stand_to_Attack.anim	action	assassinate		0.0000
588000026	rake	attack_trade	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Highway_Idle2.anim	idle			1.0000
628568121	eastern_ship	normal	animations/campaignpieces/east_campaign_ship_anim_unfurled_idle.anim	idle			1.0000
658128870	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Stand_to_Defence.anim	matched_action	attack_character		0.0000
743631710	thugee	normal	animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Stand.anim	idle			1.0000
798416727	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Stand_to_Attack.anim	action	duel		0.0000
806032538	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Selected.anim	to_selected			0.0000
844224603	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Ambush.anim	status_transition		stealthy	0.0000
856272390	eastern_ship	normal	Animations/CampaignPieces/east_campaign_ship_anim_unfurled_sink.anim	action	die_character_shoot		0.0000
908451695	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Seige_to_Stand.anim	status_transition		normal	0.0000
917758953	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Pistol_Death.anim	action	die_character_shoot		0.0000
946803783	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Matched_Stab.anim	action	kill_character_stab		0.0000
950054375	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Seige_Idle2.anim	idle			1.0000
954050991	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Idle5.anim	idle			1.0000
998040555	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Attack.anim	action	attack_character		0.0000
1014311115	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_S_Idle_5.anim	idle			1.0000
1040904058	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Pistol_Death.anim	action	die_character_shoot		0.0000
1063733665	thugee	attack_trade	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Fire_Pistol.anim	action	kill_character_shoot		0.0000
1116195072	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Idle5.anim	idle			1.0000
1118647562	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Fire_Pistol.anim	action	kill_character_shoot		0.0000
1120177996	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Stand_to_Defence.anim	matched_action	duel		0.0000
1222117581	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Idle1.anim	idle			1.0000
1222339069	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Attack.anim	action	attack_character		0.0000
1222767884	default_ship	normal	Animations/CampaignPieces/euro_campaign_ship_anim_unfurled_fire.anim	action	attack_character		0.0000
1225381727	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Stand.anim	idle			1.0000
1226679902	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_S_Pistol_Death.anim	action	die_character_stab		0.0000
1226845079	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Selected.anim	to_selected			0.0000
1226930205	rake	attack_trade	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Highway_Idle1.anim	idle			1.0000
1228475198	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Seige_Idle1.anim	idle			1.0000
1228480390	eastern_ship	siege	Animations/CampaignPieces/east_campaign_ship_anim_unfurled_fire.anim	action	attack_character		0.0000
1228759873	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Stand_to_Attack.anim	action	assassinate		0.0000
1228843850	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Matched_Stab.anim	action	kill_character_stab		0.0000
1229004885	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Defence_Agent.anim	matched_action	assassinate		0.0000
1229175810	default_human	stealthy	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Ambush_Idle1.anim	idle			1.0000
1229708620	default_ship	normal	Animations/CampaignPieces/euro_campaign_ship_anim_unfurled_sink.anim	action	die_character_stab		0.0000
1231268682	missionary	normal	Animations/MEN/CAMPAIGN/CAM_MISSIONARY/CAM_M_Stand_to_Defence.anim	matched_action	assassinate		0.0000
1257937420	default_human	stealthy	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Matched_Stab.anim	action	kill_character_stab		0.0000
1290628172	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Stand_to_Attack.anim	action	assassinate		0.0000
1349232029	thugee	attack_trade	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Seige_Attack_Idle3.anim	idle			1.0000
1379326062	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Stand_to_Defence.anim	matched_action	assassinate		0.0000
1414057523	rake	attack_trade	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Fire_Pistol.anim	action	kill_character_shoot		0.0000
1457097393	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Matched_Stab_Death.anim	action	die_character_stab		0.0000
1474507589	thugee	attack_trade	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Stand_to_Defence.anim	matched_action	attack_character		0.0000
1506066171	thugee	attack_trade	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Pistol_Death.anim	action	die_character_shoot		0.0000
1514455651	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Defence.anim	matched_action	attack_character		0.0000
1525942527	thugee	normal	Animations/MEN/CAMPAIGN/CAM_THUGEE/CAM_T_Fire_Pistol.anim	action	kill_character_shoot		0.0000
1552330758	eastern_ship	normal	Animations/CampaignPieces/east_campaign_ship_anim_unfurled_fire.anim	action	attack_character		0.0000
1593740720	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_S_Pistol_Death.anim	action	die_character_shoot		0.0000
1597971009	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Seige_Idle1.anim	idle			1.0000
1626846298	default_ship	siege	Animations/CampaignPieces/euro_campaign_ship_anim_unfurled_sink.anim	action	die_character_stab		0.0000
1644890097	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_S_Fire_Pistol.anim	action	attack_character		0.0000
1714032068	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Matched_Stab.anim	action	kill_character_stab		0.0000
1727823529	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Selected.anim	to_selected			0.0000
1735417277	rake	attack_trade	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Matched_Stab.anim	action	kill_character_stab		0.0000
1735789128	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Fire_Pistol.anim	action	kill_character_shoot		0.0000
1747608322	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Idle3.anim	idle			1.0000
1803398803	missionary	normal	Animations/MEN/CAMPAIGN/CAM_MISSIONARY/CAM_M_Idle_4.anim	idle			1.0000
1812484445	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Stand_to_Defence.anim	matched_action	duel		0.0000
1813221331	default_ship	normal	Animations/CampaignPieces/euro_campaign_ship_anim_unfurled_sink.anim	action	die_character_shoot		0.0000
1861934022	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_S_Stand.anim	idle			1.0000
1897372580	eastern_ship	siege	Animations/CampaignPieces/east_campaign_ship_anim_unfurled_sink.anim	action	die_character_shoot		0.0000
1997309391	scholar	normal	Animations/MEN/CAMPAIGN/CAM_SCHOLAR/CAM_S_Idle_1.anim	idle			1.0000
2000611402	gentleman	normal	Animations/MEN/CAMPAIGN/CAM_GENTLEMAN/CAM_G_Matched_Stab_Death.anim	action	die_character_stab		0.0000
2062418798	default_human	attack_trade	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Seige_Idle2.anim	idle			1.0000
2082865284	default_human	normal	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Stand_to_Seige.anim	status_transition		attack_trade	0.0000
2104088271	rake	normal	Animations/MEN/CAMPAIGN/CAM_RAKE/CAM_R_Stand_to_Attack.anim	action	attack_character		0.0000
2135698240	default_human	siege	Animations/MEN/CAMPAIGN/CAM_CAPTAIN_ON_FOOT/CAM_C_Seige_to_Stand.anim	status_transition		normal	0.0000
-1503100417	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Idle3.anim	idle			1.0000
540038213	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Idle5.anim	idle			1.0000
-1938502110	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Defence.anim	matched_action	assassinate		0.0000
3852283	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Attack.anim	action	assassinate		0.0000
1726616394	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Attack.anim	action	assassinate		0.0000
1157226499	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Attack.anim	action	attack_character		0.0000
-789638520	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Pistol_Death.anim	action	die_character_shoot		0.0000
2125230569	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Matched_Stab_Death.anim	action	die_character_stab		0.0000
-538485770	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Attack.anim	action	duel		0.0000
-406180289	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Fire_Rifle.anim	action	kill_character_shoot		0.0000
-120145132	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Fire_Rifle.anim	action	kill_character_stab		0.0000
181590661	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Idle1.anim	idle			1.0000
530835298	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Idle2.anim	idle			1.0000
1829184028	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Idle2.anim	idle			1.0000
-1914296595	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Idle3.anim	idle			1.0000
-1834105430	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Idle4.anim	idle			1.0000
-2136835357	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Idle5.anim	idle			1.0000
548899816	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Stand.anim	idle			1.0000
435554249	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Stand_To_Defence.anim	matched_action	assassinate		0.0000
1618867286	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Stand_To_Defence.anim	matched_action	attack_character		0.0000
120141599	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Selected.anim	to_selected			0.0000
469918816	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Idle4.anim	idle			1.0000
-202415730	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Defence.anim	matched_action	assassinate		0.0000
272218615	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Defence.anim	matched_action	attack_character		0.0000
-1577477524	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Stand_to_Defence.anim	matched_action	duel		0.0000
949824765	scout	normal	Animations/MEN/CAMPAIGN/CAM_SCOUT/CAM_SC_Selected.anim	to_selected			0.0000
1993789393	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Pistol_Death.anim	action	die_character_shoot		0.0000
-2118627906	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Pistol_Death.anim	action	die_character_stab		0.0000
-1665245593	shaman	normal	Animations/MEN/CAMPAIGN/CAM_SHAMAN/CAM_SH_Idle1.anim	idle			1.0000
