building	unit	xp	conditions
army_board	euro_lancers_east_india_company_lancers	0	
army_board	euro_lancers_uhlans	0	
army_board	euro_lancers_uhlans_austria	0	
army_board	euro_late_riflemen	0	
army_board	euro_light_cavalry	0	
army_board	euro_light_cavalry_chasseurs_a_cheval	0	
army_board	euro_light_cavalry_colonial	0	
army_board	euro_light_dragoons	0	
army_board	euro_light_dragoons_sweden	0	
army_board	euro_light_infantry	0	
army_board	euro_light_infantry_chasseur_a_pied	0	
army_board	euro_light_infantry_colonial	0	
army_board	euro_light_infantry_jaegers	0	
army_board	euro_line_infantry	0	
army_board	euro_line_infantry_austria	0	
army_board	euro_line_infantry_britain	0	
army_board	euro_line_infantry_colonial	0	
army_board	euro_line_infantry_denmark	0	
army_board	euro_line_infantry_france	0	
army_board	euro_line_infantry_holland	0	
army_board	euro_line_infantry_poland	0	
army_board	euro_line_infantry_prussia	0	
army_board	euro_line_infantry_russia	0	
army_board	euro_line_infantry_spain	0	
army_board	euro_line_infantry_sweden	0	
army_board	euro_line_infantry_venice	0	
army_board	euro_polish_winged_hussars	0	
army_board	euro_rangers	0	
army_board	euro_rangers_courers_de_bois	0	
army_board	euro_rangers_frontiersmen	0	
army_board	euro_rangers_siberian_hunters	0	
army_board	euro_regiment_of_horse	1	
army_board	euro_regiment_of_horse_sweden	1	
army_board	euro_sepoys	1	
army_board	euro_superior_line_infantry	0	
army_board	euro_superior_line_infantry_blackwatch	0	
army_board	euro_superior_line_infantry_coldstream	0	
army_board	euro_superior_line_infantry_petits_vieux	0	
army_board	garde_du_corps	0	
army_board	hakkapeliitat	1	
army_board	household_cavalry	0	
army_board	indian_generals_bodyguard	0	
army_board	janissaries_beylik	0	
army_board	janissaries_beylik_grenadiers	0	
army_board	janissaries_beylik_musketeers	0	
army_board	janissaries_cemaat	0	
army_board	life_guards	0	
army_board	mameluks	0	
army_board	netherlands_horse_guards	0	
army_board	netherlands_swiss_infantry	0	
army_board	nizam_I_cedit_infantry	0	
army_board	nizam_I_cedit_light_infantry	0	
army_board	norwegian_ski_troops	0	
army_board	ottoman_generals_bodyguard	0	
army_board	prussian_garde_du_corp	0	
army_board	prussian_grenadiers	0	
army_board	russian_grenadiers	0	
army_board	sp_ed_rogers_rangers	0	
army_board	spanish_grenadiers	0	
army_board	spanish_guardias_de_corp	0	
army_board	swedish_life_guards_of_horse	0	
army_encampment	americas_dragoons	0	
army_encampment	armed_peasantry_bhumiya	0	
army_encampment	azzars	0	
army_encampment	deli_scouts	0	
army_encampment	east_ethnic_musketmen_hindu_musketeers	0	
army_encampment	east_ethnic_swordsmen_fellahin	0	
army_encampment	east_ethnic_swordsmen_hindu_warriors	0	
army_encampment	east_lancers_silladar	0	
army_encampment	east_pikemen_zamindari	0	
army_encampment	east_sikh_infantry_musketeers	0	
army_encampment	euro_carabiniers	0	
army_encampment	euro_dragoons	0	
army_encampment	euro_dragoons_colonial	0	
army_encampment	euro_dragoons_sweden	0	
army_encampment	euro_expat_infantry_chasseurs_britannique	0	
army_encampment	euro_expat_infantry_irish_brigade	0	
army_encampment	euro_expat_infantry_regiments_etrangeres	0	
army_encampment	euro_militia_infantry_minutemen	0	
army_encampment	euro_regiment_of_horse	0	
army_encampment	euro_regiment_of_horse_sweden	0	
army_encampment	euro_sepoys	0	
army_encampment	hakkapeliitat	0	
army_staff_college	americas_dragoons	2	
army_staff_college	americas_line_infantry	1	
army_staff_college	americas_long_rifle_men	0	
army_staff_college	americas_regiment_of_horse	1	
army_staff_college	armed_peasantry_bhumiya	2	
army_staff_college	armed_peasantry_tufangis	1	
army_staff_college	azzars	2	
army_staff_college	cazadores	1	
army_staff_college	deli_scouts	2	
army_staff_college	east_ethnic_hillmen_musketeers	1	
army_staff_college	east_ethnic_hillmen_musketeers_afghan	1	
army_staff_college	east_ethnic_hillmen_musketeers_kurdish	1	
army_staff_college	east_ethnic_musketeers_bargir	1	
army_staff_college	east_ethnic_musketmen_hindu_musketeers	2	
army_staff_college	east_ethnic_musketmen_isarelys	1	
army_staff_college	east_ethnic_musketmen_mughal_musketeers	0	
army_staff_college	east_ethnic_swordsmen_fellahin	2	
army_staff_college	east_ethnic_swordsmen_hindu_warriors	2	
army_staff_college	east_ethnic_swordsmen_islamic_swordsmen	1	
army_staff_college	east_generals_bodyguard	0	
army_staff_college	east_grenade_launchers	0	
army_staff_college	east_guard_cavalry_ahadis	0	
army_staff_college	east_lancers	1	
army_staff_college	east_lancers_bargir	0	
army_staff_college	east_lancers_silladar	2	
army_staff_college	east_light_cavalry_qizilbashi	0	
army_staff_college	east_missile_cavalry_zamindari	1	
army_staff_college	east_pikemen_zamindari	2	
army_staff_college	east_sikh_infantry_musketeers	2	
army_staff_college	east_sikh_warriors	1	
army_staff_college	east_sipahi_cavalry	0	
army_staff_college	east_sipahi_cavalry_colonial	0	
army_staff_college	east_war_elephant_lancers_howdah	0	
army_staff_college	east_war_elephant_musketry_howdah	0	
army_staff_college	elite_blue_guard	0	
army_staff_college	elite_bosniaks	0	
army_staff_college	elite_frei-korps	0	
army_staff_college	elite_garde_du_corp	0	
army_staff_college	elite_guard_grenadiers	0	
army_staff_college	elite_horse_guards	0	
army_staff_college	elite_legion_united_states	0	
army_staff_college	euro_african_infantry	1	
army_staff_college	euro_carabiniers	2	
army_staff_college	euro_company_cavalry	1	
army_staff_college	euro_company_cavalry_e_india_co	1	
army_staff_college	euro_company_cavalry_french_eic	1	
army_staff_college	euro_company_cavalry_voc	1	
army_staff_college	euro_company_infantry	1	
army_staff_college	euro_company_infantry_e_india_co	1	
army_staff_college	euro_company_infantry_french_eic	1	
army_staff_college	euro_company_infantry_voc_infantry	1	
army_staff_college	euro_cuirassiers	0	
army_staff_college	euro_cuirassiers_austria	0	
army_staff_college	euro_dragoons	2	
army_staff_college	euro_dragoons_colonial	2	
army_staff_college	euro_dragoons_sweden	2	
army_staff_college	euro_elite_light_infantry	0	
army_staff_college	euro_elite_light_infantry_croatian_grenzers	0	
army_staff_college	euro_elite_light_infantry_green_jackets	0	
army_staff_college	euro_elite_light_infantry_prussian_jaegers	0	
army_staff_college	euro_elite_light_infantry_tirailleurs	0	
army_staff_college	euro_elite_light_infantry_windbuchse_jaegers	0	
army_staff_college	euro_expat_infantry_chasseurs_britannique	2	
army_staff_college	euro_expat_infantry_irish_brigade	2	
army_staff_college	euro_expat_infantry_regiments_etrangeres	2	
army_staff_college	euro_generals_bodyguard	0	
army_staff_college	euro_grenade_launchers	0	
army_staff_college	euro_grenadiers	0	
army_staff_college	euro_grenadiers_bearskin	0	
army_staff_college	euro_heavy_cavalry	0	
army_staff_college	euro_heavy_cavalry_sweden	0	
army_staff_college	euro_highlanders_royal_ecossois	2	
army_staff_college	euro_highlanders_scots	0	
army_staff_college	euro_hussars	0	
army_staff_college	euro_hussars_hungarian_hussars	1	
army_staff_college	euro_lancers	1	
army_staff_college	euro_lancers_chevau_legers	1	
army_staff_college	euro_lancers_east_india_company_lancers	1	
army_staff_college	euro_lancers_uhlans	1	
army_staff_college	euro_lancers_uhlans_austria	1	
army_staff_college	euro_late_riflemen	0	
army_staff_college	euro_light_cavalry	1	
army_staff_college	euro_light_cavalry_chasseurs_a_cheval	1	
army_staff_college	euro_light_cavalry_colonial	1	
army_staff_college	euro_light_dragoons	0	
army_staff_college	euro_light_dragoons_sweden	0	
army_staff_college	euro_light_infantry	1	
army_staff_college	euro_light_infantry_chasseur_a_pied	1	
army_staff_college	euro_light_infantry_colonial	1	
army_staff_college	euro_light_infantry_jaegers	1	
army_staff_college	euro_line_infantry	1	
army_staff_college	euro_line_infantry_austria	1	
army_staff_college	euro_line_infantry_britain	1	
army_staff_college	euro_line_infantry_colonial	1	
army_staff_college	euro_line_infantry_denmark	1	
army_staff_college	euro_line_infantry_france	1	
army_staff_college	euro_line_infantry_holland	1	
army_staff_college	euro_line_infantry_poland	1	
army_staff_college	euro_line_infantry_prussia	1	
army_staff_college	euro_line_infantry_russia	1	
army_staff_college	euro_line_infantry_spain	1	
army_staff_college	euro_line_infantry_sweden	1	
army_staff_college	euro_line_infantry_venice	1	
army_staff_college	euro_polish_winged_hussars	0	
army_staff_college	euro_rangers	1	
army_staff_college	euro_rangers_courers_de_bois	1	
army_staff_college	euro_rangers_frontiersmen	1	
army_staff_college	euro_rangers_siberian_hunters	1	
army_staff_college	euro_regiment_of_horse	2	
army_staff_college	euro_regiment_of_horse_sweden	2	
army_staff_college	euro_republican_guard	0	
army_staff_college	euro_sepoys	2	
army_staff_college	euro_superior_line_infantry	0	
army_staff_college	euro_superior_line_infantry_blackwatch	0	
army_staff_college	euro_superior_line_infantry_coldstream	0	
army_staff_college	euro_superior_line_infantry_petits_vieux	0	
army_staff_college	euro_superior_line_infantry_vieux	0	
army_staff_college	ferguson_riflemen	0	
army_staff_college	garde_du_corps	0	
army_staff_college	guard_infantry	0	
army_staff_college	hakkapeliitat	2	
army_staff_college	household_cavalry	0	
army_staff_college	indian_generals_bodyguard	0	
army_staff_college	janissaries_beylik	1	
army_staff_college	janissaries_beylik_grenadiers	0	
army_staff_college	janissaries_beylik_musketeers	0	
army_staff_college	janissaries_cemaat	1	
army_staff_college	life_guards	0	
army_staff_college	maison_du_roi	0	
army_staff_college	mameluks	1	
army_staff_college	netherlands_holland_guard	0	
army_staff_college	netherlands_horse_guards	0	
army_staff_college	netherlands_swiss_infantry	0	
army_staff_college	nizam_I_cedit_infantry	0	
army_staff_college	nizam_I_cedit_light_infantry	0	
army_staff_college	nizam_I_cedit_rifles	0	
army_staff_college	norwegian_ski_troops	1	
army_staff_college	ottoman_generals_bodyguard	0	
army_staff_college	prussian_garde_du_corp	0	
army_staff_college	prussian_grenadiers	0	
army_staff_college	prussian_life_guard	0	
army_staff_college	russian_grenadiers	0	
army_staff_college	sp_ed_rogers_rangers	0	
army_staff_college	spanish_grenadiers	0	
army_staff_college	spanish_guardias_de_corp	0	
army_staff_college	spanish_guardias_de_infanteria	0	
army_staff_college	swedish_life_guards_of_foot	0	
army_staff_college	swedish_life_guards_of_horse	0	
cannon_foundry	24_lber_land_cannon_(demi_cannon)	0	
cannon_foundry	24_lber_land_cannon_(demi_cannon)_east	0	
cannon_foundry	24_lber_land_cannon_(demi_cannon)_indian	0	
cannon_foundry	9_lber_land_cannon_(saker)	0	
cannon_foundry	9_lber_land_cannon_(saker)_east	0	
cannon_foundry	9_lber_land_cannon_(saker)_indian	0	
cannon_foundry	sp_ed_organ_gun	0	
commercial_basin	brig	0	
commercial_basin	brig_american	0	
commercial_basin	brig_british	0	
commercial_basin	brig_french	0	
commercial_basin	brig_spanish	0	
commercial_basin	dhow	0	
commercial_basin	episodic_2_sloop	0	
commercial_basin	galleon	0	
commercial_basin	galleon_fluyt	0	
commercial_basin	galleon_race_built	0	
commercial_basin	indiaman	0	
commercial_basin	light_galley/galliot/fusta	0	
commercial_basin	lugger	0	
commercial_basin	medium_galley	0	
commercial_basin	ottoman_medium_galley	0	
commercial_basin	sloop	0	
commercial_basin	sloop_american	0	
commercial_basin	sloop_british	0	
commercial_basin	sloop_french	0	
commercial_basin	sloop_spanish	0	
commercial_port	brig	0	
commercial_port	brig_american	0	
commercial_port	brig_british	0	
commercial_port	brig_french	0	
commercial_port	brig_spanish	0	
commercial_port	dhow	0	
commercial_port	episodic_2_sloop	0	
commercial_port	galleon	0	
commercial_port	galleon_fluyt	0	
commercial_port	galleon_race_built	0	
commercial_port	indiaman	0	
commercial_port	light_galley/galliot/fusta	0	
commercial_port	lugger	0	
commercial_port	medium_galley	0	
commercial_port	ottoman_medium_galley	0	
commercial_port	sloop	0	
commercial_port	sloop_american	0	
commercial_port	sloop_british	0	
commercial_port	sloop_french	0	
commercial_port	sloop_spanish	0	
dockyard	4th_rate	0	
dockyard	4th_rate_american	0	
dockyard	4th_rate_british	0	
dockyard	4th_rate_french	0	
dockyard	4th_rate_spanish	0	
dockyard	5th_rate	0	
dockyard	5th_rate_admiral	0	
dockyard	5th_rate_admiral_american	0	
dockyard	5th_rate_admiral_british	0	
dockyard	5th_rate_admiral_french	0	
dockyard	5th_rate_admiral_russian	0	
dockyard	5th_rate_admiral_spanish	0	
dockyard	5th_rate_american	0	
dockyard	5th_rate_british	0	
dockyard	5th_rate_french	0	
dockyard	5th_rate_russian	0	
dockyard	5th_rate_spanish	0	
dockyard	6th_rate	0	
dockyard	6th_rate_american	0	
dockyard	6th_rate_british	0	
dockyard	6th_rate_french	0	
dockyard	6th_rate_russian	0	
dockyard	6th_rate_spanish	0	
dockyard	bomb_ketch	0	
dockyard	bomb_ketch_american	0	
dockyard	bomb_ketch_british	0	
dockyard	bomb_ketch_french	0	
dockyard	bomb_ketch_spanish	0	
dockyard	brig	1	
dockyard	brig_american	1	
dockyard	brig_british	1	
dockyard	brig_french	1	
dockyard	brig_spanish	1	
dockyard	episodic_2_5th_rate	0	
dockyard	episodic_2_brig	0	
dockyard	episodic_2_sloop	0	
dockyard	galleon	0	
dockyard	galleon_fluyt	0	
dockyard	galleon_race_built	0	
dockyard	light_galley/galliot/fusta	0	
dockyard	medium_galley	0	
dockyard	ottoman_medium_galley	0	
dockyard	sloop	1	
dockyard	sloop_american	1	
dockyard	sloop_british	1	
dockyard	sloop_french	1	
dockyard	sloop_spanish	1	
drill_school	americas_dragoons	0	
drill_school	americas_line_infantry	0	
drill_school	americas_regiment_of_horse	0	
drill_school	armed_peasantry_bhumiya	0	
drill_school	armed_peasantry_tufangis	0	
drill_school	azzars	0	
drill_school	cazadores	0	
drill_school	deli_scouts	0	
drill_school	east_ethnic_hillmen_musketeers	0	
drill_school	east_ethnic_hillmen_musketeers_afghan	0	
drill_school	east_ethnic_hillmen_musketeers_kurdish	0	
drill_school	east_ethnic_musketeers_bargir	0	
drill_school	east_ethnic_musketmen_hindu_musketeers	0	
drill_school	east_ethnic_musketmen_isarelys	0	
drill_school	east_ethnic_musketmen_mughal_musketeers	0	
drill_school	east_ethnic_swordsmen_fellahin	0	
drill_school	east_ethnic_swordsmen_hindu_warriors	0	
drill_school	east_ethnic_swordsmen_islamic_swordsmen	0	
drill_school	east_lancers_bargir	0	
drill_school	east_lancers_silladar	0	
drill_school	east_light_cavalry_qizilbashi	0	
drill_school	east_missile_cavalry_zamindari	0	
drill_school	east_pikemen_zamindari	0	
drill_school	east_sikh_infantry_musketeers	0	
drill_school	east_sikh_warriors	0	
drill_school	euro_african_infantry	0	
drill_school	euro_carabiniers	0	
drill_school	euro_company_cavalry	0	
drill_school	euro_company_cavalry_e_india_co	0	
drill_school	euro_company_cavalry_french_eic	0	
drill_school	euro_company_cavalry_voc	0	
drill_school	euro_company_infantry	0	
drill_school	euro_company_infantry_e_india_co	0	
drill_school	euro_company_infantry_french_eic	0	
drill_school	euro_company_infantry_voc_infantry	0	
drill_school	euro_dragoons	0	
drill_school	euro_dragoons_colonial	0	
drill_school	euro_dragoons_sweden	0	
drill_school	euro_expat_infantry_chasseurs_britannique	0	
drill_school	euro_expat_infantry_irish_brigade	0	
drill_school	euro_expat_infantry_regiments_etrangeres	0	
drill_school	euro_grenade_launchers	0	
drill_school	euro_grenadiers	0	
drill_school	euro_grenadiers_bearskin	0	
drill_school	euro_heavy_cavalry_sweden	0	
drill_school	euro_highlanders_scots	0	
drill_school	euro_hussars	0	
drill_school	euro_hussars_hungarian_hussars	0	
drill_school	euro_lancers	0	
drill_school	euro_lancers_chevau_legers	0	
drill_school	euro_lancers_east_india_company_lancers	0	
drill_school	euro_lancers_uhlans	0	
drill_school	euro_lancers_uhlans_austria	0	
drill_school	euro_light_cavalry	0	
drill_school	euro_light_cavalry_chasseurs_a_cheval	0	
drill_school	euro_light_cavalry_colonial	0	
drill_school	euro_light_infantry	0	
drill_school	euro_light_infantry_chasseur_a_pied	0	
drill_school	euro_light_infantry_colonial	0	
drill_school	euro_light_infantry_jaegers	0	
drill_school	euro_line_infantry	0	
drill_school	euro_line_infantry_austria	0	
drill_school	euro_line_infantry_britain	0	
drill_school	euro_line_infantry_colonial	0	
drill_school	euro_line_infantry_denmark	0	
drill_school	euro_line_infantry_france	0	
drill_school	euro_line_infantry_holland	0	
drill_school	euro_line_infantry_poland	0	
drill_school	euro_line_infantry_prussia	0	
drill_school	euro_line_infantry_russia	0	
drill_school	euro_line_infantry_spain	0	
drill_school	euro_line_infantry_sweden	0	
drill_school	euro_line_infantry_venice	0	
drill_school	euro_rangers	0	
drill_school	euro_rangers_courers_de_bois	0	
drill_school	euro_rangers_frontiersmen	0	
drill_school	euro_rangers_siberian_hunters	0	
drill_school	euro_regiment_of_horse	0	
drill_school	euro_regiment_of_horse_sweden	0	
drill_school	euro_sepoys	0	
drill_school	hakkapeliitat	0	
drill_school	janissaries_beylik	0	
drill_school	janissaries_beylik_grenadiers	0	
drill_school	janissaries_beylik_musketeers	0	
drill_school	janissaries_cemaat	0	
drill_school	mameluks	0	
drill_school	netherlands_swiss_infantry	0	
drill_school	norwegian_ski_troops	0	
drill_school	prussian_grenadiers	0	
drill_school	russian_grenadiers	0	
drill_school	sp_ed_rogers_rangers	0	
drill_school	spanish_grenadiers	0	
drydock	2nd_rate	0	
drydock	2nd_rate_american	0	
drydock	2nd_rate_british	0	
drydock	2nd_rate_french	0	
drydock	2nd_rate_spanish	0	
drydock	3rd_rate	0	
drydock	3rd_rate_admiral	0	
drydock	3rd_rate_admiral_american	0	
drydock	3rd_rate_admiral_british	0	
drydock	3rd_rate_admiral_french	0	
drydock	3rd_rate_admiral_russian	0	
drydock	3rd_rate_admiral_spanish	0	
drydock	3rd_rate_american	0	
drydock	3rd_rate_british	0	
drydock	3rd_rate_french	0	
drydock	3rd_rate_russian	0	
drydock	3rd_rate_spanish	0	
drydock	4th_rate	0	
drydock	4th_rate_american	0	
drydock	4th_rate_british	0	
drydock	4th_rate_french	0	
drydock	4th_rate_spanish	0	
drydock	5th_rate	0	
drydock	5th_rate_admiral	0	
drydock	5th_rate_admiral_american	0	
drydock	5th_rate_admiral_british	0	
drydock	5th_rate_admiral_french	0	
drydock	5th_rate_admiral_russian	0	
drydock	5th_rate_admiral_spanish	0	
drydock	5th_rate_american	0	
drydock	5th_rate_british	0	
drydock	5th_rate_french	0	
drydock	5th_rate_russian	0	
drydock	5th_rate_spanish	0	
drydock	6th_rate	1	
drydock	6th_rate_american	1	
drydock	6th_rate_british	1	
drydock	6th_rate_french	1	
drydock	6th_rate_russian	1	
drydock	6th_rate_spanish	1	
drydock	american_heavy_frigate	0	
drydock	barbary_xebec	0	
drydock	bomb_ketch	0	
drydock	bomb_ketch_american	0	
drydock	bomb_ketch_british	0	
drydock	bomb_ketch_french	0	
drydock	bomb_ketch_spanish	0	
drydock	brig	1	
drydock	brig_american	1	
drydock	brig_british	1	
drydock	brig_french	1	
drydock	brig_spanish	1	
drydock	carronade_frigate	0	
drydock	carronade_frigate_american	0	
drydock	carronade_frigate_british	0	
drydock	carronade_frigate_french	0	
drydock	carronade_frigate_spanish	0	
drydock	episodic_2_brig	0	
drydock	episodic_2_sloop	0	
drydock	galleon	0	
drydock	galleon_fluyt	0	
drydock	galleon_race_built	0	
drydock	light_galley/galliot/fusta	1	
drydock	medium_galley	0	
drydock	ottoman_medium_galley	0	
drydock	rocket_ship	0	
drydock	rocket_ship_american	0	
drydock	rocket_ship_british	0	
drydock	rocket_ship_french	0	
drydock	rocket_ship_spanish	0	
drydock	sloop	1	
drydock	sloop_american	1	
drydock	sloop_british	1	
drydock	sloop_french	1	
drydock	sloop_spanish	1	
drydock	sp_ed_constitution	0	
engineer_school	18_lber_land_cannon	0	
engineer_school	18_lber_land_cannon_guard_galloper	0	
engineer_school	24_lber_howitzer	0	
engineer_school	24_lber_howitzer_ottoman	0	
engineer_school	24_lber_land_cannon	0	
engineer_school	24_lber_land_cannon_east	0	
engineer_school	24_lber_land_cannon_guard	0	
engineer_school	24_lber_land_cannon_indian	0	
engineer_school	4_inch_mortar	0	
engineer_school	6_lber_land_cannon_galloper	0	
engineer_school	64_lber_land_cannon_elephant	0	
engineer_school	64_lber_siege_cannon	0	
engineer_school	8_inch_mortar	0	
engineer_school	8_inch_mortar_east	0	
engineer_school	8_inch_mortar_indian	0	
engineer_school	puckle_gun	0	
engineer_school	rockets_camel	0	
engineer_school	rockets_fixed	0	
engineer_school	sp_ed_organ_gun	0	
fishing_fleet	brig	0	
fishing_fleet	brig_american	0	
fishing_fleet	brig_british	0	
fishing_fleet	brig_french	0	
fishing_fleet	brig_spanish	0	
fishing_fleet	episodic_2_sloop	0	
fishing_fleet	galleon	0	
fishing_fleet	galleon_fluyt	0	
fishing_fleet	galleon_race_built	0	
fishing_fleet	light_galley/galliot/fusta	0	
fishing_fleet	medium_galley	0	
fishing_fleet	ottoman_medium_galley	0	
fishing_fleet	sloop	0	
fishing_fleet	sloop_american	0	
fishing_fleet	sloop_british	0	
fishing_fleet	sloop_french	0	
fishing_fleet	sloop_spanish	0	
governors_mansion	african_slaver_musketeers	0	
governors_mansion	african_tribal_spearmen	0	
governors_mansion	americas_hessian_infantry	0	
governors_mansion	americas_militia_infantry	0	
governors_mansion	americas_provincial_cavalry	0	
governors_mansion	armed_peasantry	0	
governors_mansion	armed_peasantry_semenys	0	
governors_mansion	bashibazouks	0	
governors_mansion	cossack_cavalry	0	
governors_mansion	cossack_infantry	0	
governors_mansion	desert_warriors	0	
governors_mansion	east_camel_gunners	0	
governors_mansion	east_desert_nomad_camelry	0	
governors_mansion	east_ethnic_musketmen_fellahin_musketeers	0	
governors_mansion	east_ethnic_warriors_barbary_pirates	0	
governors_mansion	east_ethnic_warriors_dervishes	0	
governors_mansion	east_irregular_cavalry_pindari	0	
